Date,Time,Latitude,Longitude,Altitude,Speed,Heading,Signal Quality,Number of Satalites Connected,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration
12/4/2022,7:31:30,-33.91856,18.95261,286.8,1.67,307.58,2,9,0.172,0.292,0.948
12/4/2022,7:31:31,-33.91854,18.95261,286.8,2.5,334.34,2,9,0.152,0.308,0.996
12/4/2022,7:31:33,-33.91854,18.95261,286.8,2.24,356.16,2,9,0.17,0.324,0.956
12/4/2022,7:31:35,-33.91853,18.9526,286.7,0.81,359.24,2,9,0.244,0.278,0.962
12/4/2022,7:31:36,-33.91854,18.95259,286.6,0.78,359.24,2,9,0.304,0.048,0.964
12/4/2022,7:31:37,-33.91854,18.95256,286.4,4.33,275.87,2,9,0.048,-0.044,0.82
12/4/2022,7:31:39,-33.91851,18.95251,286.1,14.32,322.31,2,9,0.05,0.188,0.924
12/4/2022,7:31:41,-33.91844,18.95247,285.7,13.26,335.77,2,9,0.224,0.21,0.998
12/4/2022,7:31:42,-33.91841,18.95245,285.5,16.02,336.99,2,9,0.136,0.272,1.016
12/4/2022,7:31:43,-33.91837,18.95242,285.2,19.46,334.23,2,9,0.2,0.264,1.024
12/4/2022,7:31:45,-33.91826,18.95236,284.4,25.52,333.36,2,9,0.068,0.264,0.936
12/4/2022,7:31:47,-33.91815,18.95229,283.6,21.45,334.35,2,9,-0.01,0.274,0.936
12/4/2022,7:31:48,-33.91811,18.95227,283.4,18.24,332.48,2,9,0.048,0.328,1
12/4/2022,7:31:49,-33.91808,18.95224,283.1,14.04,324.96,2,9,0.14,0.296,1.024
12/4/2022,7:31:51,-33.91805,18.95219,283,10.09,288.53,2,9,0.21,0.442,0.91
12/4/2022,7:31:52,-33.91804,18.95215,282.9,12.76,261.32,2,9,0.244,0.384,0.972
12/4/2022,7:31:53,-33.91806,18.95211,283,15.65,241.76,2,9,0.248,0.216,0.996
12/4/2022,7:31:54,-33.91809,18.95206,282.9,20.24,236.17,2,9,0.256,0.244,1.036
12/4/2022,7:31:56,-33.91815,18.95192,282.8,28.26,240.95,2,9,0.256,0.194,0.914
12/4/2022,7:31:58,-33.91822,18.95175,283.5,30.72,242.82,2,9,-0.016,0.262,1.022
12/4/2022,7:31:59,-33.91825,18.95168,283.9,24.85,244.19,2,9,-0.036,0.264,0.912
12/4/2022,7:32:00,-33.91827,18.95162,284.1,18.63,243.72,2,9,0.156,0.244,0.828
12/4/2022,7:32:01,-33.91829,18.95158,284.3,14.45,239.67,2,9,0.228,0.244,1.092
12/4/2022,7:32:03,-33.91833,18.95149,284.6,18.15,243.55,2,9,0.258,0.244,0.948
12/4/2022,7:32:04,-33.91835,18.95144,284.8,22.5,245.58,2,9,0.268,0.228,0.924
12/4/2022,7:32:06,-33.91841,18.95129,285.4,28.47,245.32,2,9,0.278,0.25,0.942
12/4/2022,7:32:07,-33.91845,18.9512,285.7,32.41,243.22,2,9,0.14,0.304,0.964
12/4/2022,7:32:08,-33.91849,18.95111,286,33.32,240.46,2,9,0.052,0.26,0.916
12/4/2022,7:32:09,-33.91853,18.95103,286.1,30.11,238.28,2,9,0.024,0.276,1.024
12/4/2022,7:32:10,-33.91857,18.95096,286.1,25.65,239.73,2,9,0.06,0.116,1.008
12/4/2022,7:32:11,-33.91859,18.95089,286.1,21.43,248.15,2,9,0.056,-0.032,1.088
12/4/2022,7:32:12,-33.91859,18.95083,286.1,20.65,274.55,2,9,0.12,-0.056,0.992
12/4/2022,7:32:13,-33.91857,18.95077,286.1,22.3,295.25,2,9,0.188,0.06,1.052
12/4/2022,7:32:14,-33.91853,18.95072,286.2,23.37,315.73,2,9,0.252,0.156,0.956
12/4/2022,7:32:16,-33.9184,18.95064,286.2,30.13,331.03,2,9,0.088,0.226,0.98
12/4/2022,7:32:17,-33.91833,18.9506,286.2,30.76,331.98,2,9,0,0.256,1.04
12/4/2022,7:32:19,-33.91821,18.95053,285.9,24.45,333.39,2,9,-0.034,0.262,1.046
12/4/2022,7:32:20,-33.91816,18.9505,285.9,18.63,332.4,2,9,-0.068,0.26,1.012
12/4/2022,7:32:21,-33.91813,18.95048,285.9,11.74,331.89,2,9,-0.032,0.256,1.008
12/4/2022,7:32:22,-33.91811,18.95047,285.9,6.91,339.56,2,9,0,0.256,1
12/4/2022,7:32:23,-33.91811,18.95047,285.9,0.2,339.56,2,9,0.128,0.232,1.02
12/4/2022,7:32:25,-33.9181,18.95047,286,0.04,339.56,2,9,0.13,0.23,0.998
12/4/2022,7:32:27,-33.91811,18.95048,285.9,0.06,339.56,2,9,0.13,0.216,1.004
12/4/2022,7:32:28,-33.91811,18.95048,285.9,0.04,339.56,2,9,0.148,0.24,0.984
12/4/2022,7:32:30,-33.91811,18.95048,285.9,0,339.56,2,9,0.158,0.218,0.982
12/4/2022,7:32:31,-33.91811,18.95048,285.9,0.06,339.56,2,9,0.196,0.224,0.96
12/4/2022,7:32:33,-33.9181,18.95048,286,2.61,339.56,2,9,0.258,0.196,0.96
12/4/2022,7:32:34,-33.9181,18.95047,286,4.65,325.74,2,9,0.292,0.136,0.836
12/4/2022,7:32:35,-33.91807,18.95046,286,14.33,334.09,2,9,0.292,0.224,0.968
12/4/2022,7:32:36,-33.91802,18.95043,285.9,20.54,331.11,2,9,0.14,0.224,0.952
12/4/2022,7:32:38,-33.9179,18.95036,285.4,26.93,332.7,2,9,0.274,0.23,0.974
12/4/2022,7:32:40,-33.91776,18.95027,284.8,35.17,331.69,2,9,0.176,0.25,0.972
12/4/2022,7:32:41,-33.91767,18.95022,283.6,36.61,331.61,2,9,0.08,0.256,0.98
12/4/2022,7:32:42,-33.9176,18.95016,282.7,36.61,329.95,2,9,0.076,0.156,0.956
12/4/2022,7:32:43,-33.91752,18.95012,281.6,33.8,332.93,2,9,0.04,0.24,0.98
12/4/2022,7:32:45,-33.91738,18.95003,281.1,28.34,333.75,2,9,-0.036,0.244,0.97
12/4/2022,7:32:46,-33.91732,18.95,281,24.56,335.46,2,9,0,0.216,0.944
12/4/2022,7:32:47,-33.91728,18.94997,280.8,18.87,335.1,2,9,0.048,0.16,0.556
12/4/2022,7:32:48,-33.91724,18.94995,280.7,15.43,331.16,2,9,0.192,0.256,1.28
12/4/2022,7:32:50,-33.91718,18.94992,280.4,12.13,332.35,2,9,0.266,0.166,0.966
12/4/2022,7:32:52,-33.91711,18.94987,280.1,18.59,332.65,2,9,0.254,0.186,0.964
12/4/2022,7:32:53,-33.91706,18.94984,279.8,19.83,332.51,2,9,0.252,0.216,0.992
12/4/2022,7:32:55,-33.91695,18.94977,279.3,26.28,330.89,2,9,0.208,0.232,1.054
12/4/2022,7:32:56,-33.91687,18.94972,278.4,31.37,332.63,2,9,0.116,0.224,0.896
12/4/2022,7:32:57,-33.91679,18.94967,277.6,34.97,332.71,2,9,0.212,0.244,0.888
12/4/2022,7:32:59,-33.91661,18.94956,276.2,40.58,333.24,2,9,0.204,0.232,0.942
12/4/2022,7:33:00,-33.91652,18.9495,276,41.34,332.05,2,9,0.184,0.256,1.032
12/4/2022,7:33:02,-33.9163,18.94937,275.6,48.3,332.43,2,9,0.124,0.23,0.92
12/4/2022,7:33:03,-33.91619,18.94929,275.7,49.1,332.51,2,9,0.188,0.256,0.824
12/4/2022,7:33:04,-33.91607,18.94922,276.2,49.82,332.72,2,9,0.148,0.236,0.964
12/4/2022,7:33:06,-33.91584,18.94908,276.7,51.26,332.55,2,9,0.1,0.222,1.006
12/4/2022,7:33:07,-33.91572,18.949,276.4,50.74,331.61,2,9,0.092,0.216,0.968
12/4/2022,7:33:09,-33.91548,18.94886,275.7,45.8,332.58,2,9,0.058,0.254,0.95
12/4/2022,7:33:11,-33.91528,18.94874,275,45.06,332.46,2,9,0.036,0.22,0.928
12/4/2022,7:33:13,-33.9151,18.94863,275,39.67,332.48,2,9,-0.002,0.246,0.94
12/4/2022,7:33:15,-33.91494,18.94854,274.8,31.28,332.56,2,9,-0.044,0.27,1.012
12/4/2022,7:33:16,-33.91489,18.9485,274.6,25.15,333.74,2,9,-0.056,0.24,1.032
12/4/2022,7:33:17,-33.91484,18.94847,274.4,19.82,330.47,2,9,0.076,0.264,0.728
12/4/2022,7:33:19,-33.91479,18.94844,274.2,10.8,332.01,2,9,0.098,0.23,1.028
12/4/2022,7:33:20,-33.91477,18.94842,274.2,9.04,329.93,2,9,0.192,0.28,1.028
12/4/2022,7:33:22,-33.91472,18.94839,274,14.22,332.81,2,9,0.222,0.232,0.964
12/4/2022,7:33:24,-33.91464,18.94834,274,20.83,330.62,2,9,0.254,0.214,0.97
12/4/2022,7:33:25,-33.91458,18.9483,274,25.41,332.33,2,9,0.28,0.176,0.924
12/4/2022,7:33:27,-33.91445,18.94822,274,30.65,333.48,2,9,0.196,0.21,0.892
12/4/2022,7:33:28,-33.91437,18.94818,273.6,33.35,332.23,2,9,0,0.256,1.136
12/4/2022,7:33:29,-33.91427,18.94812,273.2,37.3,332.5,2,9,-0.088,0.268,1.004
12/4/2022,7:33:30,-33.91419,18.94807,273,34.76,332.28,2,9,-0.004,0.252,0.892
12/4/2022,7:33:32,-33.91406,18.94799,273,25.19,333.61,2,9,0.156,0.21,0.968
12/4/2022,7:33:34,-33.91394,18.94792,272.8,26.3,333.07,2,9,0.184,0.186,1.036
12/4/2022,7:33:35,-33.91387,18.94788,272.5,28.67,336.56,2,9,0.008,0.064,1.196
12/4/2022,7:33:36,-33.9138,18.94785,272.1,29.28,342.79,2,9,-0.06,0.212,1.016
12/4/2022,7:33:37,-33.91372,18.94783,271.6,28.15,347.27,2,9,0,0.264,0.944
12/4/2022,7:33:38,-33.91366,18.94781,271.2,24.48,351.43,2,9,0,0.26,1.02
12/4/2022,7:33:39,-33.91361,18.9478,270.9,20.3,349.33,2,9,0.076,0.372,0.972
12/4/2022,7:33:41,-33.91352,18.94776,270.2,16.72,329.63,2,9,0.144,0.338,0.948
12/4/2022,7:33:43,-33.91346,18.9477,270.1,18.39,314.19,2,9,0.262,0.278,0.96
12/4/2022,7:33:45,-33.91339,18.94758,270.2,23.35,305.47,2,9,0.272,0.212,0.94
12/4/2022,7:33:46,-33.91334,18.94751,270,30.48,306.74,2,9,0.26,0.188,0.948
12/4/2022,7:33:48,-33.91323,18.94734,270,38.13,309.8,2,9,0.184,0.248,0.948
12/4/2022,7:33:49,-33.91316,18.94724,270,39.43,310.66,2,9,0.224,0.252,0.92
12/4/2022,7:33:51,-33.91302,18.94704,269.9,45.32,312.15,2,9,0.236,0.208,0.948
12/4/2022,7:33:52,-33.91294,18.94693,269.9,46.6,312.83,2,9,0.164,0.2,0.844
12/4/2022,7:33:53,-33.91284,18.94681,269.7,51.39,313.9,2,9,0.156,0.232,1.016
12/4/2022,7:33:55,-33.91265,18.94656,269.3,54.15,313.62,2,9,0.104,0.266,0.974
12/4/2022,7:33:56,-33.91255,18.94644,268.5,53.5,313.28,2,9,0.184,0.364,1.016
12/4/2022,7:33:58,-33.91241,18.94617,266.8,52.89,302.8,2,9,0.252,0.386,0.924
12/4/2022,7:33:59,-33.91234,18.94602,265.9,54.62,299.87,2,9,0.192,0.404,1.012
12/4/2022,7:34:00,-33.9123,18.94585,265.8,56.28,290.96,2,9,0.244,0.436,0.964
12/4/2022,7:34:01,-33.91227,18.94568,266,56.21,282.88,2,9,0.208,0.316,0.976
12/4/2022,7:34:03,-33.91226,18.94529,266.3,58.45,270.11,2,9,0.152,0.25,0.978
12/4/2022,7:34:04,-33.91227,18.9451,266.9,62.71,267.48,2,9,0.144,0.208,0.956
12/4/2022,7:34:06,-33.9123,18.94468,270.5,65.69,266.27,2,9,0.088,0.204,0.95
12/4/2022,7:34:07,-33.91231,18.94448,271.8,66.43,266.5,2,9,0.096,0.252,0.94
12/4/2022,7:34:08,-33.91233,18.94428,271.4,65.69,266.21,2,9,0.124,0.256,1.02
12/4/2022,7:34:10,-33.91235,18.94388,270,63.56,265.57,2,9,0.068,0.286,1.122
12/4/2022,7:34:11,-33.91236,18.94369,270.7,62.99,265.08,2,9,0.164,0.348,0.836
12/4/2022,7:34:13,-33.91241,18.94331,271.6,62.62,259.52,2,9,0.16,0.346,0.966
12/4/2022,7:34:14,-33.91246,18.94312,271.1,63.6,253.86,2,9,0.084,0.224,1
12/4/2022,7:34:15,-33.91252,18.94293,271,63.08,252.38,2,9,0.132,0.136,1.032
12/4/2022,7:34:17,-33.91258,18.94257,271.7,62.08,260.77,2,9,0.048,0.176,0.97
12/4/2022,7:34:18,-33.91259,18.94239,272.1,58.54,266.54,2,9,0,0.196,0.952
12/4/2022,7:34:19,-33.9126,18.94223,272.4,54.21,267.42,2,9,0.008,0.232,1.032
12/4/2022,7:34:21,-33.91259,18.94197,274.1,38.24,273.13,2,9,0.018,0.262,1.012
12/4/2022,7:34:22,-33.91258,18.94187,275.2,31.48,275.34,2,9,0.076,0.256,1.016
12/4/2022,7:34:23,-33.91256,18.94179,276,27.58,279.1,2,9,0.056,0.252,0.992
12/4/2022,7:34:24,-33.91255,18.94173,276.6,23.98,281.15,2,9,0.104,0.204,0.952
12/4/2022,7:34:25,-33.91253,18.94167,277.2,20.74,293.7,2,9,0.136,0.244,0.924
12/4/2022,7:34:27,-33.91248,18.94159,277.7,16.11,302.64,2,9,0.076,0.328,0.994
12/4/2022,7:34:29,-33.91244,18.94155,277.7,10.39,311.14,2,9,0.206,0.288,0.984
12/4/2022,7:34:30,-33.91243,18.94154,277.7,7.67,312.16,2,9,0.264,0.296,1.02
12/4/2022,7:34:32,-33.91241,18.94152,277.8,11,315.13,2,9,0.192,0.306,0.93
12/4/2022,7:34:33,-33.91239,18.9415,277.8,8.76,317.35,2,9,0.092,0.3,0.992
12/4/2022,7:34:35,-33.91237,18.9415,277.6,0.28,321.11,2,9,0.184,0.266,0.952
12/4/2022,7:34:36,-33.91237,18.94151,277.5,0.13,321.11,2,9,0.172,0.256,0.944
12/4/2022,7:34:38,-33.91237,18.94152,277.4,0.09,321.11,2,9,0.216,0.256,0.958
12/4/2022,7:34:40,-33.91237,18.94151,277.5,0.11,321.11,2,9,0.144,0.256,0.974
12/4/2022,7:34:41,-33.91237,18.94151,277.5,0.07,321.11,2,9,0.28,0.26,0.964
12/4/2022,7:34:42,-33.91237,18.9415,277.6,0.09,321.11,2,9,0.276,0.256,0.956
12/4/2022,7:34:43,-33.91237,18.9415,277.6,0.2,321.11,2,9,0.164,0.284,0.964
12/4/2022,7:34:44,-33.91237,18.9415,277.6,0.37,321.11,2,9,0.152,0.236,0.992
12/4/2022,7:34:45,-33.91236,18.94149,277.6,0.43,321.11,2,9,0.14,0.236,0.956
12/4/2022,7:34:46,-33.91235,18.94148,277.6,3.89,298.69,2,9,0.316,0.272,1
12/4/2022,7:34:48,-33.91235,18.94145,277.8,6.13,283.5,2,9,0.352,0.296,0.95
12/4/2022,7:34:50,-33.91236,18.94137,278.7,18.5,248.34,2,9,0.356,0.188,0.968
12/4/2022,7:34:51,-33.91239,18.94131,279.5,24.5,241.83,2,9,0.116,0.152,0.988
12/4/2022,7:34:52,-33.91242,18.94125,280.3,25.91,239.32,2,9,0.312,0.192,1.02
12/4/2022,7:34:53,-33.91245,18.94118,281.1,26.24,237.37,2,9,0.26,0.12,0.968
12/4/2022,7:34:55,-33.91253,18.94104,282.5,29.63,236.06,2,9,0.272,0.15,0.972
12/4/2022,7:34:56,-33.91257,18.94096,282.9,32.26,234.77,2,9,0.276,0.164,0.992
12/4/2022,7:34:57,-33.91262,18.94089,283.1,33.69,234.09,2,9,0.28,0.156,0.928
12/4/2022,7:34:58,-33.91267,18.9408,282.9,35.48,232.01,2,9,0.272,0.188,0.964
12/4/2022,7:34:59,-33.91272,18.94072,282.8,37,231.5,2,9,0.268,0.18,0.96
12/4/2022,7:35:01,-33.91284,18.94055,283.5,39.41,229.29,2,9,0.258,0.16,0.934
12/4/2022,7:35:03,-33.91298,18.94035,284.9,43.74,229.19,2,9,0.19,0.19,1.004
12/4/2022,7:35:04,-33.91305,18.94025,285,43.32,229.05,2,9,0.164,0.208,0.988
12/4/2022,7:35:05,-33.91313,18.94015,285,43.02,230.12,2,9,0.248,0.184,1
12/4/2022,7:35:06,-33.9132,18.94005,285,44.24,230.24,2,9,0.224,0.228,0.968
12/4/2022,7:35:07,-33.91328,18.93995,284.7,45.54,229.14,2,9,0.256,0.22,0.956
12/4/2022,7:35:09,-33.91343,18.93974,283.1,46.65,228.77,2,9,0.246,0.196,0.928
12/4/2022,7:35:11,-33.91359,18.93952,283.7,49.08,227.96,2,9,0.25,0.234,0.936
12/4/2022,7:35:13,-33.91377,18.9393,286.1,50.93,228.21,2,9,0.244,0.27,0.914
12/4/2022,7:35:14,-33.91386,18.93918,287.8,52.39,229.16,2,9,0.252,0.26,0.956
12/4/2022,7:35:15,-33.91394,18.93906,289.6,53.43,230.18,2,9,0.224,0.26,0.948
12/4/2022,7:35:17,-33.91411,18.9388,292.6,54.21,233.09,2,9,0.236,0.264,0.948
12/4/2022,7:35:18,-33.91419,18.93866,293.1,56.87,236.2,2,9,0.22,0.252,1.016
12/4/2022,7:35:19,-33.91428,18.93851,294.4,58.36,238.34,2,9,0.236,0.284,1.04
12/4/2022,7:35:21,-33.91443,18.9382,295.9,59.97,240.71,2,9,0.222,0.242,0.966
12/4/2022,7:35:23,-33.91458,18.93787,296.3,62.6,242.11,2,9,0.184,0.24,0.936
12/4/2022,7:35:25,-33.91473,18.93753,297,64.08,242.62,2,9,0.226,0.172,1.026
12/4/2022,7:35:27,-33.91488,18.93718,297.6,66.32,242.69,2,9,0.204,0.188,0.946
12/4/2022,7:35:28,-33.91496,18.937,298.5,66.26,242.45,2,9,0.208,0.2,1.02
12/4/2022,7:35:30,-33.91511,18.93665,303.6,66.95,242.2,2,9,0.174,0.184,0.974
12/4/2022,7:35:32,-33.91526,18.9363,307.3,65.52,242.82,2,9,0.204,0.192,0.954
12/4/2022,7:35:33,-33.91534,18.93612,305.8,65.54,242.95,2,9,0.22,0.22,1.016
12/4/2022,7:35:34,-33.91541,18.93594,305.5,65.51,243.06,2,9,0.2,0.2,0.908
12/4/2022,7:35:36,-33.91557,18.9356,308.7,64.93,242.67,2,9,0.228,0.212,0.982
12/4/2022,7:35:38,-33.91571,18.93525,312.8,64.19,242.68,2,9,0.222,0.224,0.98
12/4/2022,7:35:39,-33.91579,18.93508,314.3,64.78,242.42,2,9,0.212,0.168,0.956
12/4/2022,7:35:40,-33.91587,18.9349,315.8,64.39,242.63,2,9,0.22,0.196,0.98
12/4/2022,7:35:42,-33.91602,18.93456,318.1,64.15,242.23,2,9,0.226,0.21,0.972
12/4/2022,7:35:44,-33.91617,18.93421,320.3,64.23,242.3,2,9,0.256,0.184,0.9
12/4/2022,7:35:46,-33.91632,18.93387,322.6,64.12,242.42,2,9,0.224,0.21,1.028
12/4/2022,7:35:47,-33.91639,18.9337,323.7,64.04,242.69,2,9,0.204,0.184,0.88
12/4/2022,7:35:48,-33.91646,18.93353,324.9,63.97,242.66,2,9,0.196,0.204,0.876
12/4/2022,7:35:49,-33.91654,18.93336,326.3,63.62,242.55,2,9,0.176,0.188,0.972
12/4/2022,7:35:51,-33.91669,18.93302,330.8,63.39,242.41,2,9,0.212,0.198,0.994
12/4/2022,7:35:53,-33.91683,18.93268,336.8,62.51,242.66,2,9,0.202,0.202,0.898
12/4/2022,7:35:55,-33.91698,18.93235,339.6,62.45,242.75,2,9,0.192,0.216,1.04
12/4/2022,7:35:57,-33.91712,18.93201,338.6,62.23,242.97,2,9,0.208,0.178,0.91
12/4/2022,7:35:59,-33.91726,18.93168,337.9,62.12,242.99,2,9,0.18,0.186,1.016
12/4/2022,7:36:00,-33.91734,18.93152,340.2,62.02,242.97,2,9,0.18,0.156,0.86
12/4/2022,7:36:01,-33.91741,18.93135,342,61.91,241.84,2,9,0.18,0.256,0.964
12/4/2022,7:36:03,-33.91757,18.93103,345.3,62.47,236.06,2,9,0.188,0.248,1.024
12/4/2022,7:36:05,-33.91777,18.93073,343.7,63.36,230.41,2,9,0.188,0.22,0.938
12/4/2022,7:36:06,-33.91787,18.93058,343.8,63.45,227.03,2,9,0.2,0.24,0.96
12/4/2022,7:36:08,-33.9181,18.93031,345.4,64.08,222.52,2,9,0.188,0.21,0.972
12/4/2022,7:36:09,-33.91822,18.93018,346.3,64.23,222.24,2,9,0.208,0.184,0.996
12/4/2022,7:36:10,-33.91835,18.93005,347.3,65.95,222.52,2,9,0.256,0.184,0.872
12/4/2022,7:36:12,-33.9186,18.92977,348.5,67.65,222.49,2,9,0.126,0.2,0.84
12/4/2022,7:36:14,-33.91885,18.9295,351.8,67.58,222.58,2,9,0.196,0.214,0.974
12/4/2022,7:36:16,-33.9191,18.92922,354.4,67.67,222.9,2,9,0.214,0.178,0.93
12/4/2022,7:36:17,-33.91923,18.92908,355.4,68.8,222.17,2,9,0.22,0.188,0.94
12/4/2022,7:36:18,-33.91936,18.92894,356.8,68.84,222.79,2,9,0.176,0.188,0.972
12/4/2022,7:36:20,-33.91962,18.92866,358.8,69.71,222.17,2,9,0.2,0.184,0.912
12/4/2022,7:36:21,-33.91975,18.92852,359.8,69.15,222.45,2,9,0.144,0.216,1.032
12/4/2022,7:36:22,-33.91988,18.92837,359.8,69.1,222.65,2,9,0.168,0.196,1.024
12/4/2022,7:36:23,-33.92001,18.92823,359.4,69.76,223.25,2,9,0.168,0.176,0.92
12/4/2022,7:36:24,-33.92014,18.92809,359.8,70.15,223.28,2,9,0.188,0.264,1.02
12/4/2022,7:36:25,-33.92027,18.92794,360.1,70.67,222.66,2,9,0.232,0.228,0.968
12/4/2022,7:36:27,-33.92054,18.92765,361.9,71.08,222.23,2,9,0.19,0.262,1.02
12/4/2022,7:36:28,-33.92067,18.92751,363.1,71.1,222.19,2,9,0.228,0.208,0.976
12/4/2022,7:36:30,-33.92092,18.92721,365.9,71.17,229.78,2,9,0.19,0.04,1.054
12/4/2022,7:36:31,-33.92103,18.92704,366.7,70.56,237.86,2,9,0.072,0.088,0.836
12/4/2022,7:36:32,-33.92111,18.92685,368,70.95,247.15,2,9,0.18,0.008,1.06
12/4/2022,7:36:34,-33.92121,18.92642,372.9,74.93,261.66,2,9,0.166,0.028,1.1
12/4/2022,7:36:35,-33.92122,18.9262,377,73.99,267.6,2,9,0.14,0.016,1.028
12/4/2022,7:36:37,-33.92117,18.92577,379.6,72.1,283.42,2,9,0.188,0.01,1.02
12/4/2022,7:36:38,-33.92111,18.92557,379.9,72.58,291.9,2,9,0.152,0.092,0.984
12/4/2022,7:36:39,-33.92102,18.92538,381.8,73.51,298.14,2,9,0.16,0.12,1.02
12/4/2022,7:36:41,-33.9208,18.92502,383.4,73.19,307.25,2,9,0.18,0.212,0.968
12/4/2022,7:36:43,-33.92057,18.92467,383.7,74.78,308.44,2,9,0.18,0.238,0.962
12/4/2022,7:36:45,-33.92033,18.92432,384.2,74.75,308.82,2,9,0.158,0.226,0.922
12/4/2022,7:36:47,-33.92007,18.92397,381,77.17,308.77,2,9,0.158,0.22,1
12/4/2022,7:36:48,-33.91994,18.9238,381.7,77.75,309.42,2,9,0.188,0.224,0.972
12/4/2022,7:36:49,-33.91981,18.92362,384.7,78.54,309.87,2,9,0.184,0.172,0.904
12/4/2022,7:36:51,-33.91954,18.92325,382.5,80.78,309.77,2,9,0.084,0.204,0.958
12/4/2022,7:36:52,-33.91941,18.92307,378.3,79.93,309.98,2,9,0.044,0.252,1.008
12/4/2022,7:36:53,-33.91928,18.92289,377,78.1,309.01,2,9,0.06,0.188,0.904
12/4/2022,7:36:54,-33.91915,18.92271,376.8,76.15,309.14,2,9,0.084,0.196,0.996
12/4/2022,7:36:55,-33.91902,18.92254,377.8,74.56,309.95,2,9,0.08,0.208,1.04
