Date,Time,Latitude,Longitude,Altitude,Speed,Heading,Signal Quality,Number of Satalites Connected,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration
12/4/2022,7:42:29,-33.92836,18.87556,129.9,47.17,210.63,2,9,0.118,0.254,1
12/4/2022,7:42:30,-33.92847,18.87549,129.9,47.6,211.1,2,9,0.044,0.256,1.024
12/4/2022,7:42:31,-33.92857,18.87541,130.1,46.49,211.05,2,9,0.112,0.244,1.004
12/4/2022,7:42:33,-33.92876,18.87527,130.5,44.86,211.64,2,9,0.082,0.296,0.968
12/4/2022,7:42:34,-33.92886,18.87521,130.1,44.5,211.52,2,9,0.044,0.252,1.004
12/4/2022,7:42:36,-33.92905,18.87508,128.8,40.58,209.42,2,9,0.01,0.264,0.984
12/4/2022,7:42:37,-33.92913,18.87502,128.3,35.06,210.04,2,9,0,0.256,0.96
12/4/2022,7:42:38,-33.92919,18.87497,128,31.02,209.61,2,9,0.052,0.256,0.968
12/4/2022,7:42:39,-33.92926,18.87493,128,27.67,208.71,2,9,0.052,0.248,0.964
12/4/2022,7:42:41,-33.92937,18.87486,128,23.61,209.65,2,9,0.042,0.262,0.992
12/4/2022,7:42:42,-33.92942,18.87482,128,21.52,211.23,2,9,0.084,0.252,0.992
12/4/2022,7:42:44,-33.92951,18.87475,128.2,20.69,210.91,2,9,0.086,0.244,1.006
12/4/2022,7:42:45,-33.92956,18.87472,128.4,21.02,210.59,2,9,0.072,0.232,0.956
12/4/2022,7:42:46,-33.9296,18.87468,128.6,20.45,212.69,2,9,0.076,0.232,0.964
12/4/2022,7:42:47,-33.92964,18.87465,128.8,19.71,212.21,2,9,0.072,0.252,0.984
12/4/2022,7:42:48,-33.92968,18.87462,128.9,18.96,211.82,2,9,0.084,0.244,0.98
12/4/2022,7:42:50,-33.92976,18.87456,129,18.59,211.62,2,9,0.148,0.25,0.986
12/4/2022,7:42:51,-33.9298,18.87454,129,20.08,210.3,2,9,0.16,0.256,0.968
12/4/2022,7:42:52,-33.92985,18.8745,129,21.95,211.63,2,9,0.164,0.244,0.992
12/4/2022,7:42:54,-33.92996,18.87443,129,26.43,213.39,2,9,0.168,0.244,0.966
12/4/2022,7:42:56,-33.93007,18.87435,128.9,27.47,211.93,2,9,0.176,0.264,0.998
12/4/2022,7:42:57,-33.93013,18.8743,128.9,28.26,210.65,2,9,0.264,0.284,0.768
12/4/2022,7:42:59,-33.93026,18.87425,129.2,29.52,194.35,2,9,0.196,0.512,0.976
12/4/2022,7:43:00,-33.93034,18.87425,129.6,29.98,182.67,2,9,0.024,0.372,0.932
12/4/2022,7:43:01,-33.93041,18.87425,129.9,27.39,175.64,2,9,0.024,0.204,0.996
12/4/2022,7:43:03,-33.93053,18.87426,130.5,23.02,182.97,2,8,0.092,0.144,1.032
12/4/2022,7:43:04,-33.93059,18.87425,130.9,22.5,192.44,2,9,0.152,0.08,1.072
12/4/2022,7:43:06,-33.93069,18.87417,131.5,27.21,225.97,2,9,0.102,0.01,0.936
12/4/2022,7:43:07,-33.93072,18.87411,131.2,29.28,245.42,2,9,0.06,0.008,1.028
12/4/2022,7:43:09,-33.93074,18.87393,129.7,29.91,269.25,2,9,0.068,-0.018,1.036
12/4/2022,7:43:11,-33.9307,18.87377,128.8,28.41,293.01,2,9,0.058,0.348,1.22
12/4/2022,7:43:12,-33.93066,18.8737,128.5,28.39,297.28,2,9,0.176,0.468,0.84
12/4/2022,7:43:13,-33.93063,18.87361,128.3,29.74,289.23,2,9,0.156,0.508,0.952
12/4/2022,7:43:15,-33.93062,18.87342,128.1,34.35,268.18,2,9,0.176,0.352,1.024
12/4/2022,7:43:17,-33.93063,18.87319,127.9,41.15,264.38,2,9,0.216,0.238,0.966
12/4/2022,7:43:19,-33.93066,18.87292,127.3,49.93,263.53,2,9,0.184,0.248,1.016
12/4/2022,7:43:21,-33.93069,18.87261,127.3,52.36,264.13,2,9,0.132,0.238,0.962
12/4/2022,7:43:23,-33.93072,18.87229,127.5,54.71,264.05,2,9,0.162,0.248,0.98
12/4/2022,7:43:24,-33.93073,18.87212,127.3,56.86,263.74,2,9,0.184,0.216,0.912
12/4/2022,7:43:25,-33.93074,18.87195,126.7,59.5,263.58,2,9,0.156,0.232,0.956
12/4/2022,7:43:26,-33.93076,18.87176,126.1,61.04,263.47,2,9,0.1,0.26,0.98
12/4/2022,7:43:28,-33.9308,18.8714,125,59.71,262.98,2,9,0.11,0.246,0.932
12/4/2022,7:43:29,-33.93081,18.87122,125.1,57.93,263.77,2,9,0.06,0.244,0.956
12/4/2022,7:43:30,-33.93083,18.87104,125,57.36,262.8,2,9,0.028,0.244,1.024
12/4/2022,7:43:32,-33.93087,18.8707,124.9,56.32,262.7,2,9,0.106,0.21,1
12/4/2022,7:43:33,-33.93089,18.87054,125,56.8,262.77,2,9,0.124,0.264,0.948
12/4/2022,7:43:34,-33.9309,18.87036,124.8,56.12,262.87,2,9,0.144,0.24,0.976
12/4/2022,7:43:36,-33.93095,18.87001,124.6,59.89,261.66,2,9,0.116,0.254,0.99
12/4/2022,7:43:38,-33.93099,18.86964,124,60.84,261.05,2,9,0.062,0.266,0.962
12/4/2022,7:43:39,-33.93101,18.86947,124.3,61.3,259.99,2,9,0.068,0.224,0.912
12/4/2022,7:43:40,-33.93104,18.8693,124.8,55.97,259.62,2,9,0.004,0.256,0.988
12/4/2022,7:43:42,-33.93108,18.86897,125.8,52.34,259.99,2,9,-0.018,0.226,1.058
12/4/2022,7:43:43,-33.9311,18.86883,126,47.36,260.41,2,9,-0.08,0.212,1.028
12/4/2022,7:43:45,-33.93113,18.86859,125.8,33.61,259.76,2,9,-0.052,0.176,1.022
12/4/2022,7:43:47,-33.93116,18.86843,125.1,21.58,254.71,2,9,0.004,0.198,1.03
12/4/2022,7:43:49,-33.93119,18.86833,124.7,13.89,248.42,2,9,0.002,0.196,1.012
12/4/2022,7:43:51,-33.9312,18.86829,124.7,5.22,228.89,2,9,0.03,0.19,0.994
12/4/2022,7:43:53,-33.93121,18.86828,124.6,0.17,228.89,2,8,0.132,0.182,0.974
12/4/2022,7:43:54,-33.93121,18.86828,124.6,0.04,228.89,2,8,0.128,0.188,1.008
12/4/2022,7:43:55,-33.93121,18.86828,124.6,0.02,228.89,2,8,0.136,0.18,0.992
12/4/2022,7:43:56,-33.93121,18.86829,124.6,0.02,228.89,2,8,0.14,0.196,0.992
12/4/2022,7:43:57,-33.93121,18.86829,124.6,0.02,228.89,2,8,0.132,0.18,0.984
12/4/2022,7:43:58,-33.93121,18.86829,124.6,0.04,228.89,2,8,0.184,0.212,0.992
12/4/2022,7:44:00,-33.93121,18.86828,124.6,0.07,228.89,2,9,0.14,0.206,0.996
12/4/2022,7:44:02,-33.93121,18.86828,124.6,0.11,228.89,2,9,0.126,0.198,0.998
12/4/2022,7:44:03,-33.9312,18.86828,124.7,1.54,228.89,2,9,0.124,0.2,0.976
12/4/2022,7:44:04,-33.9312,18.86827,124.7,1.31,228.89,2,9,0.132,0.196,1.016
12/4/2022,7:44:06,-33.9312,18.86827,124.7,0.48,228.89,2,9,0.136,0.198,0.988
12/4/2022,7:44:08,-33.9312,18.86827,124.7,0.33,228.89,2,8,0.138,0.196,0.996
12/4/2022,7:44:10,-33.93121,18.86827,124.6,0.39,228.89,2,9,0.226,0.188,0.962
12/4/2022,7:44:11,-33.93121,18.86827,124.6,1.96,228.89,2,9,0.248,0.192,0.944
12/4/2022,7:44:13,-33.93122,18.86821,124.6,9.57,274.68,2,9,0.212,0.202,0.952
12/4/2022,7:44:15,-33.93123,18.86812,124.6,17.46,264.86,2,9,0.192,0.196,0.94
12/4/2022,7:44:16,-33.93124,18.86806,124.5,19.45,260.74,2,9,0.256,0.216,1.08
12/4/2022,7:44:17,-33.93125,18.868,124.3,23.17,260.3,2,9,0.156,0.212,0.964
12/4/2022,7:44:18,-33.93126,18.86792,124,25.84,260.17,2,9,0.164,0.192,0.948
12/4/2022,7:44:20,-33.93128,18.86776,123.4,27.74,261.29,2,9,0.23,0.162,0.912
12/4/2022,7:44:21,-33.93128,18.86767,123.4,29.3,263,2,9,0.22,0.208,1.124
12/4/2022,7:44:22,-33.93129,18.86758,123.4,31.58,263.59,2,9,0.26,0.176,0.952
12/4/2022,7:44:24,-33.93132,18.86737,123.5,35.89,263.81,2,9,0.176,0.184,1.022
12/4/2022,7:44:25,-33.93132,18.86726,123.7,36.58,263.78,2,9,0.152,0.204,1.016
12/4/2022,7:44:27,-33.93135,18.86703,123.7,36.87,262.59,2,9,0.122,0.216,1.032
12/4/2022,7:44:28,-33.93136,18.86693,123.6,35.61,261.87,2,9,0.036,0.208,1.024
12/4/2022,7:44:30,-33.93138,18.86672,123.1,31.74,261.51,2,9,0.176,0.216,1.008
12/4/2022,7:44:31,-33.93139,18.86663,123,32.67,262.1,2,9,0.168,0.148,0.996
12/4/2022,7:44:33,-33.93141,18.86641,123.2,36.43,261.74,2,9,0.152,0.228,0.986
12/4/2022,7:44:34,-33.93143,18.8663,123.6,38.26,261.41,2,9,0.144,0.192,0.988
12/4/2022,7:44:35,-33.93144,18.86618,124,38.28,262.83,2,9,0.092,0.216,0.992
12/4/2022,7:44:37,-33.93147,18.86597,123.4,34.8,260.39,2,9,0.046,0.218,0.978
12/4/2022,7:44:39,-33.93149,18.86578,122.5,27.85,259.64,2,9,0.092,0.23,0.982
12/4/2022,7:44:40,-33.93151,18.8657,122.2,26.11,257.21,2,9,0.064,0.224,1.012
12/4/2022,7:44:42,-33.93153,18.86556,121.5,23.41,259.97,2,9,0.076,0.182,1.026
12/4/2022,7:44:43,-33.93154,18.8655,121.3,19.95,258.55,2,9,0,0.192,1.028
12/4/2022,7:44:45,-33.93155,18.86541,120.8,9.91,250.65,2,9,0.014,0.2,1.018
12/4/2022,7:44:46,-33.93156,18.86539,120.8,6.52,243.88,2,9,0.036,0.192,1.012
12/4/2022,7:44:47,-33.93156,18.86538,120.7,3.65,242.7,2,9,0.004,0.2,1.024
12/4/2022,7:44:48,-33.93156,18.86537,120.7,2.2,242.7,2,9,0.148,0.18,0.968
12/4/2022,7:44:49,-33.93156,18.86537,120.7,1.11,242.7,2,9,0.12,0.18,0.996
12/4/2022,7:44:50,-33.93156,18.86538,120.7,0.8,242.7,2,9,0.112,0.176,0.988
12/4/2022,7:44:52,-33.93156,18.86537,120.7,0.8,242.7,2,9,0.122,0.184,0.986
12/4/2022,7:44:54,-33.93156,18.86538,120.7,0,242.7,2,9,0.112,0.17,0.992
12/4/2022,7:44:56,-33.93156,18.86538,120.7,0.09,242.7,2,8,0.122,0.178,1
12/4/2022,7:44:57,-33.93156,18.86538,120.7,0.17,242.7,2,8,0.116,0.176,0.996
12/4/2022,7:44:58,-33.93156,18.86538,120.7,0.31,242.7,2,8,0.12,0.176,0.996
12/4/2022,7:45:00,-33.93156,18.86538,120.7,0.15,242.7,2,8,0.116,0.182,1.006
12/4/2022,7:45:02,-33.93156,18.86538,120.7,0.26,242.7,2,8,0.118,0.178,1.004
12/4/2022,7:45:04,-33.93156,18.86538,120.7,0.61,242.7,2,8,0.118,0.184,0.984
12/4/2022,7:45:05,-33.93156,18.86538,120.7,0.61,242.7,2,8,0.124,0.184,0.992
12/4/2022,7:45:06,-33.93156,18.86538,120.7,0.31,242.7,2,8,0.164,0.152,1.008
12/4/2022,7:45:07,-33.93156,18.86538,120.7,0.72,242.7,2,8,0.208,0.144,0.94
12/4/2022,7:45:08,-33.93156,18.86538,120.7,3.02,242.7,2,8,0.316,0.2,0.948
12/4/2022,7:45:09,-33.93156,18.86537,120.7,6.37,282.33,2,8,0.264,0.2,0.932
12/4/2022,7:45:10,-33.93156,18.86533,120.5,15.39,273.59,2,8,0.316,0.192,0.968
12/4/2022,7:45:11,-33.93156,18.86528,120.2,20.78,269.86,2,8,0.132,0.2,0.996
12/4/2022,7:45:13,-33.93156,18.86512,119.9,25.32,263.72,2,8,0.266,0.18,0.992
12/4/2022,7:45:15,-33.93158,18.86492,119.3,35.48,264.53,2,8,0.268,0.184,0.932
12/4/2022,7:45:16,-33.93159,18.8648,118.8,40.8,264.35,2,8,0.088,0.212,0.936
12/4/2022,7:45:17,-33.93161,18.86466,118.4,44.34,264.05,2,8,0.228,0.208,0.984
12/4/2022,7:45:18,-33.93162,18.86452,118.1,47.15,264.24,2,8,0.22,0.22,1.008
12/4/2022,7:45:19,-33.93163,18.86437,117.9,50.91,263.14,2,8,0.208,0.152,1.008
12/4/2022,7:45:21,-33.93167,18.86404,117.1,55.93,262.06,2,8,0.136,0.206,1.026
12/4/2022,7:45:22,-33.93169,18.86387,116.2,55.95,262.47,2,8,0.028,0.212,1.028
12/4/2022,7:45:23,-33.93171,18.8637,116.2,57.5,262.91,2,8,0,0.24,0.844
12/4/2022,7:45:25,-33.93175,18.86341,117,43.97,260.08,2,8,-0.08,0.24,1.018
12/4/2022,7:45:27,-33.93179,18.86319,117.4,31.02,252.52,2,8,-0.078,0.292,1.022
12/4/2022,7:45:28,-33.93181,18.86312,117.5,23.48,246.34,2,8,-0.08,0.284,1.288
12/4/2022,7:45:30,-33.93184,18.86303,117.5,12.83,234.26,2,8,-0.034,0.194,0.978
12/4/2022,7:45:31,-33.93185,18.86301,117.5,6.69,226.25,2,9,0.008,0.22,1.02
12/4/2022,7:45:33,-33.93186,18.86301,117.5,0.28,226.25,2,9,0.13,0.238,0.988
12/4/2022,7:45:34,-33.93187,18.863,117.5,0.2,226.25,2,9,0.128,0.2,0.98
12/4/2022,7:45:35,-33.93188,18.863,117.6,0.09,226.25,2,9,0.136,0.232,0.96
12/4/2022,7:45:37,-33.93188,18.863,117.6,0,226.25,2,9,0.124,0.234,0.996
12/4/2022,7:45:38,-33.93188,18.863,117.6,0,226.25,2,9,0.14,0.22,0.972
12/4/2022,7:45:39,-33.93188,18.863,117.6,0,226.25,2,9,0.176,0.192,0.956
12/4/2022,7:45:40,-33.93188,18.863,117.6,0,226.25,2,9,0.256,0.156,0.988
12/4/2022,7:45:42,-33.93187,18.86297,117.4,8.09,282.69,2,9,0.278,0.21,0.946
12/4/2022,7:45:43,-33.93187,18.86292,117.2,17.61,279.84,2,9,0.136,0.236,1.008
12/4/2022,7:45:44,-33.93187,18.86286,117,18.93,266.43,2,9,0.216,0.208,0.928
12/4/2022,7:45:46,-33.93188,18.86271,116.1,25.95,262.36,2,9,0.222,0.176,0.976
12/4/2022,7:45:48,-33.9319,18.86253,114.3,28.39,262,2,9,0.014,0.2,1.036
12/4/2022,7:45:49,-33.9319,18.86245,113.8,25.85,263.1,2,9,0.032,0.248,1.016
12/4/2022,7:45:51,-33.93191,18.86232,113.3,16.45,258.95,2,9,-0.014,0.236,1.018
12/4/2022,7:45:52,-33.93191,18.86228,113.1,10.76,250.27,2,9,0.012,0.232,0.976
12/4/2022,7:45:53,-33.93192,18.86226,113.1,5.46,240.72,2,9,0.012,0.224,1.024
12/4/2022,7:45:55,-33.93192,18.86225,113,0.13,240.72,2,9,0.086,0.204,0.986
12/4/2022,7:45:57,-33.93191,18.86225,113,0.07,240.72,2,9,0.134,0.2,0.99
12/4/2022,7:45:59,-33.93192,18.86225,113,0.04,240.72,2,9,0.122,0.206,0.992
12/4/2022,7:46:00,-33.93192,18.86225,113,0.04,240.72,2,9,0.124,0.208,1
12/4/2022,7:46:01,-33.93192,18.86225,113,0.02,240.72,2,9,0.132,0.196,0.98
12/4/2022,7:46:03,-33.93192,18.86225,113,0.06,240.72,2,9,0.222,0.196,0.982
12/4/2022,7:46:04,-33.93192,18.86225,113,1.67,240.72,2,9,0.22,0.228,0.868
12/4/2022,7:46:05,-33.93192,18.86224,113,6.02,268.55,2,9,0.344,0.224,0.928
12/4/2022,7:46:07,-33.93193,18.86215,112.9,22.19,263.47,2,9,0.214,0.184,0.904
12/4/2022,7:46:09,-33.93194,18.86198,113,26.87,263.3,2,9,0.298,0.23,0.996
12/4/2022,7:46:11,-33.93196,18.86178,113.8,36.98,262.8,2,9,0.262,0.176,0.968
12/4/2022,7:46:12,-33.93197,18.86166,114.4,41.87,261.99,2,9,0.128,0.192,0.932
12/4/2022,7:46:13,-33.93199,18.86153,115.6,43.24,261.66,2,9,0.244,0.172,0.98
12/4/2022,7:46:15,-33.93201,18.86125,116.2,45.02,263.46,2,9,0.11,0.216,1.014
12/4/2022,7:46:16,-33.93203,18.86112,116,44.5,262.68,2,9,0.216,0.2,1.072
12/4/2022,7:46:18,-33.93206,18.86083,115.8,47.02,261.7,2,9,0.164,0.204,0.992
12/4/2022,7:46:20,-33.93209,18.86054,113.9,48.49,262,2,9,0.234,0.182,1.03
12/4/2022,7:46:21,-33.93212,18.8604,112.4,49.21,262.02,2,9,0.136,0.2,1.1
12/4/2022,7:46:22,-33.93213,18.86025,110.9,47.86,263.05,2,9,0.252,0.116,0.924
12/4/2022,7:46:24,-33.93216,18.85996,109.9,47.8,264.74,2,9,0,0.25,1.006
12/4/2022,7:46:25,-33.93218,18.85983,109.4,41.28,261.22,2,9,0.04,0.276,1.016
12/4/2022,7:46:27,-33.93222,18.85961,108.6,31.8,253.92,2,9,0.052,0.202,1.03
12/4/2022,7:46:28,-33.93224,18.85952,108.3,29.41,254.66,2,9,0.056,0.16,0.76
12/4/2022,7:46:30,-33.93227,18.85937,107.7,25.21,257.13,2,9,0.026,0.208,0.976
12/4/2022,7:46:31,-33.93228,18.8593,107.5,21.15,258.95,2,9,0.064,0.204,1.004
12/4/2022,7:46:33,-33.93229,18.8592,107.1,14.76,259.73,2,9,0.056,0.2,0.98
12/4/2022,7:46:34,-33.9323,18.85916,107,12.7,260.04,2,9,0.06,0.204,0.984
12/4/2022,7:46:35,-33.9323,18.85913,106.9,10.43,257.56,2,9,0.08,0.188,0.98
12/4/2022,7:46:36,-33.9323,18.8591,106.8,8.95,251.6,2,9,0.028,0.212,1.012
12/4/2022,7:46:37,-33.9323,18.85908,106.8,6.04,251.98,2,9,0.044,0.208,1.024
12/4/2022,7:46:39,-33.9323,18.85907,106.7,0.07,251.98,2,9,0.094,0.196,0.994
12/4/2022,7:46:41,-33.9323,18.85908,106.8,0.06,251.98,2,9,0.134,0.196,0.988
12/4/2022,7:46:43,-33.9323,18.85908,106.8,0.02,251.98,2,9,0.136,0.196,0.976
12/4/2022,7:46:45,-33.9323,18.85908,106.8,0,251.98,2,9,0.13,0.186,1.002
12/4/2022,7:46:46,-33.9323,18.85908,106.8,0,251.98,2,9,0.132,0.196,1.012
12/4/2022,7:46:48,-33.9323,18.85908,106.8,0,251.98,2,9,0.128,0.198,0.994
12/4/2022,7:46:49,-33.9323,18.85908,106.8,0,251.98,2,9,0.128,0.2,0.972
12/4/2022,7:46:51,-33.9323,18.85908,106.8,0,251.98,2,9,0.132,0.19,1.002
12/4/2022,7:46:52,-33.9323,18.85908,106.8,0,251.98,2,9,0.132,0.196,1.004
12/4/2022,7:46:53,-33.9323,18.85908,106.8,0,251.98,2,9,0.128,0.204,0.976
12/4/2022,7:46:54,-33.9323,18.85908,106.8,0.02,251.98,2,9,0.132,0.192,0.98
12/4/2022,7:46:56,-33.9323,18.85908,106.8,0.02,251.98,2,9,0.134,0.19,0.986
12/4/2022,7:46:57,-33.9323,18.85908,106.8,0.04,251.98,2,9,0.132,0.204,0.98
12/4/2022,7:46:58,-33.9323,18.85908,106.8,0.04,251.98,2,9,0.124,0.192,0.996
12/4/2022,7:46:59,-33.9323,18.85908,106.8,0.02,251.98,2,9,0.132,0.192,1.004
12/4/2022,7:47:00,-33.9323,18.85908,106.8,0.02,251.98,2,9,0.132,0.188,0.996
12/4/2022,7:47:02,-33.9323,18.85908,106.8,0,251.98,2,9,0.138,0.194,0.986
12/4/2022,7:47:04,-33.9323,18.85908,106.8,0.19,251.98,2,9,0.132,0.196,0.982
12/4/2022,7:47:05,-33.9323,18.85908,106.8,0.15,251.98,2,9,0.128,0.196,1.016
12/4/2022,7:47:06,-33.9323,18.85908,106.8,0.3,251.98,2,9,0.132,0.192,0.968
12/4/2022,7:47:07,-33.9323,18.85908,106.8,0.5,251.98,2,9,0.128,0.2,1.02
12/4/2022,7:47:09,-33.9323,18.85908,106.8,0.43,251.98,2,9,0.13,0.2,0.994
12/4/2022,7:47:10,-33.93229,18.85908,106.8,0.06,251.98,2,9,0.132,0.196,0.964
12/4/2022,7:47:11,-33.93229,18.85908,106.8,0.15,251.98,2,9,0.132,0.196,1.004
12/4/2022,7:47:13,-33.93229,18.85908,106.8,0.41,251.98,2,9,0.108,0.194,0.99
12/4/2022,7:47:15,-33.9323,18.85908,106.8,0.3,251.98,2,9,0.12,0.194,0.99
12/4/2022,7:47:16,-33.9323,18.85909,106.8,0.26,251.98,2,9,0.132,0.196,1.012
12/4/2022,7:47:17,-33.9323,18.85909,106.8,0.46,251.98,2,9,0.132,0.188,0.976
12/4/2022,7:47:18,-33.9323,18.85909,106.8,0.56,251.98,2,9,0.128,0.204,1.02
12/4/2022,7:47:19,-33.93229,18.85909,106.8,0.28,251.98,2,9,0.124,0.192,0.976
12/4/2022,7:47:21,-33.93229,18.85909,106.8,0.07,251.98,2,9,0.128,0.188,0.992
12/4/2022,7:47:23,-33.93229,18.85909,106.8,0.41,251.98,2,8,0.122,0.2,0.99
12/4/2022,7:47:25,-33.9323,18.85909,106.8,1.3,251.98,2,9,0.296,0.184,0.954
12/4/2022,7:47:26,-33.9323,18.85908,106.8,4.65,277.3,2,9,0.124,0.2,1.02
12/4/2022,7:47:27,-33.93229,18.85906,106.7,7.33,278.23,2,9,0.124,0.184,1
12/4/2022,7:47:28,-33.9323,18.85902,106.6,11.39,268.8,2,9,0.18,0.208,0.992
12/4/2022,7:47:29,-33.9323,18.85898,106.5,12.93,264.7,2,9,0.036,0.256,0.992
12/4/2022,7:47:31,-33.93231,18.8589,106.3,10.48,241.31,2,9,0.134,0.252,0.99
12/4/2022,7:47:33,-33.93236,18.85886,106.7,12.45,195.02,2,8,0.124,0.43,0.946
12/4/2022,7:47:34,-33.93239,18.85886,106.8,13.09,182.95,2,8,0.236,0.292,0.928
12/4/2022,7:47:36,-33.93247,18.85886,107.1,15.04,164.9,2,9,0.104,0.248,0.982
12/4/2022,7:47:37,-33.93251,18.85888,107.1,15.78,154.48,2,9,0.096,0.2,0.992
12/4/2022,7:47:39,-33.93257,18.85892,107.5,12.87,150.4,2,9,0.004,0.138,1.018
12/4/2022,7:47:40,-33.9326,18.85894,107.7,11.3,148.35,2,8,0.012,0.188,1.016
12/4/2022,7:47:42,-33.93262,18.85894,107.8,0.13,137.73,2,9,0.174,0.164,0.962
12/4/2022,7:47:44,-33.93262,18.85895,107.8,0.19,137.73,2,9,-0.058,0.392,1.066
12/4/2022,7:47:46,-33.93262,18.85895,107.8,0.06,137.73,2,9,0.05,0.002,0.932
12/4/2022,7:47:47,-33.93262,18.85895,107.8,0,137.73,2,9,0,0.328,0.82
12/4/2022,7:47:48,-33.93262,18.85895,107.8,0,137.73,2,9,0.064,0.068,1.02
12/4/2022,7:47:49,-33.93262,18.85895,107.8,0,137.73,2,9,0,0.184,1.024
12/4/2022,7:47:51,-33.93262,18.85895,107.8,0.06,137.73,2,8,0.022,0.116,0.998
12/4/2022,7:47:52,-33.93262,18.85895,107.8,0,137.73,2,9,0.032,0.096,1.008
12/4/2022,7:47:54,-33.93262,18.85895,107.8,0,137.73,2,9,0.024,0.044,1.014
12/4/2022,7:47:56,-33.93262,18.85895,107.8,0,137.73,2,9,0.01,0.252,1.02
12/4/2022,7:47:58,-33.93262,18.85895,107.8,0,137.73,2,9,0.016,0.358,0.85
12/4/2022,7:48:00,-33.93262,18.85895,107.8,0,137.73,2,9,0.142,0.322,0.908
12/4/2022,7:48:01,-33.93262,18.85895,107.8,0,137.73,2,9,0.2,-0.064,0.972
12/4/2022,7:48:02,-33.93262,18.85895,107.8,0,137.73,2,9,0.144,0.116,1.024
12/4/2022,7:48:04,-33.93262,18.85895,107.8,0,137.73,2,9,0.224,0.05,0.97
